Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Czech Republic,GDP per capita (constant 2010 US$),,,11626.6258716528,10300.8991599512,10238.2476845601,10233.9421858953,10527.8756898085,11219.1500652457,11711.3154124611,11663.17381617,11632.6028956161,11805.6718407762,12312.497769842,12734.9220286548,12959.8174813078,13428.099616179,14070.2804589818,14978.4131869153,15948.7452897204,16739.1787158121,17046.8850268926,16160.6205565942,16505.9537034372,16761.8273125123,16606.9925391504,16593.8642307285,16951.3791150445,17829.6983223668,18247.0117295456,19139.2398841383,19689.5827032979,20206.4256384905,19048.0868543829,20085.4580265793,20540.0540195707
Denmark,GDP per capita (constant 2010 US$),38561.4119234317,38786.930952318,39295.2434424919,39739.6098511225,40383.5587756081,40253.5398981286,42257.0983305221,43310.2500901054,44314.7904987137,45570.0798221242,46412.038971456,47622.4390779319,49241.9280041345,49469.6888088275,49541.8555503286,49599.9969640753,50792.00095345,51835.8327062445,53687.4415474978,53935.8702479631,53345.3576182976,50457.2324892863,51173.4661587111,51644.4635097775,51567.0401502519,51831.7979309232,52404.7639713382,53254.8563700916,54556.0689545694,55735.7649011485,56563.4884729669,57203.0277943447,55898.7900294456,58359.5839945633,60113.0859412555
Djibouti,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,2167.20245692426,2279.57759541412,2409.31190224284,2538.05401932202,2632.91333316916,2714.35164845975,2820.06286565541,2811.64953129263,2905.56087433282,2951.89723009175
Dominica,GDP per capita (constant 2010 US$),4718.20440266233,4737.58599975448,5029.77616119257,5122.63293934719,5228.78584308185,5337.39954687062,5337.00235404821,5498.52118036443,5672.07518197498,5803.17731264038,6034.69440926883,6077.21916000036,6251.47117702852,6265.1719532047,6078.27172051108,6447.43143200502,6631.33314056172,6665.10597083414,6968.76324824362,7407.93063625493,7934.64607484249,7841.27318767384,7897.69032712761,7881.52520243285,7781.5327622706,7711.44603797089,8013.75308524294,7724.04241057376,7929.80528358816,7370.43311670808,7586.64614100055,7936.3048182003,6566.36420769493,6978.47049678221,7359.88417526286
Dominican Republic,GDP per capita (constant 2010 US$),2962.04533332421,3027.78542547386,2802.82147466149,2771.20952769321,3020.35944470579,3179.1314534534,3199.35918504959,3318.60508425141,3454.40869266449,3697.7636484612,3883.13345995656,4050.58151828193,4175.17101708311,4214.57375411767,4340.8999285132,4222.59033034459,4272.07522531629,4612.8087412069,4971.23815784171,5272.8641029857,5373.09624455578,5353.59821277667,5724.30728118346,5827.38324306068,5909.86336668298,6120.99115429917,6472.84907518312,6838.9367346602,7209.99019028803,7461.65325672801,7894.95517925479,8205.14257811769,7571.78280780487,8410.6058297525,8732.08072434746
East Timor,GDP per capita (constant 2010 US$),,,,,,,,,,,,,948.028311597044,1084.92492084185,993.713048042417,954.11040059028,938.415715535387,943.19713308311,881.382641059045,948.192045004817,1032.18397554471,1112.92361208905,1191.1030722367,1234.27559430174,1266.14485113299,1278.59507888508,1309.53318424493,1322.30088745104,1346.10366532444,1285.34468525911,1257.64677949344,1530.811079542,1988.98252518897,2061.01890109638,1674.71686920223
Ecuador,GDP per capita (constant 2010 US$),4184.02411438431,4126.60318537067,4180.33833324889,4263.26862167195,4262.48666242169,4261.2440025695,4358.59348609316,4374.26871635925,4369.32102204706,4477.57093364963,4543.5364817125,4254.15120970197,4227.55251585272,4322.34188168488,4421.93441736922,4463.59718352141,4746.80717276471,4912.52749083596,5041.3337999674,5063.98447847376,5294.89931349652,5236.0536835699,5331.38377418858,5657.21301645404,5881.38116724978,6078.43956295669,6215.83809210677,6130.58667556768,5965.64327318051,6012.80331742787,5976.24534526558,5863.91056629908,5331.97661096757,5492.48927051545,5590.54163412359
"Egypt, Arab Rep.",GDP per capita (constant 2010 US$),1913.09351119006,1954.41687899175,2012.87997810078,1987.03665030612,2028.22474080106,2039.69386159851,2073.65332321253,2122.88054165747,2181.25277234465,2251.98863445736,2327.10154078481,2416.36232615741,2517.58050569468,2553.52840901605,2560.45740889738,2587.6305080738,2639.34706860139,2703.222583454,2832.54820019892,2974.68787147154,3125.74753014068,3208.4522674267,3305.88324712737,3290.76182775188,3288.79435495214,3283.74071995183,3301.20444348201,3370.38244716015,3444.26826192038,3517.58789456715,3635.42058228189,3769.03576994499,3835.78421489789,3896.84285281222,4088.89704539336
El Salvador,GDP per capita (constant 2010 US$),2316.94513468052,2294.72928553378,2362.44430100025,2356.51743820197,2480.59431455075,2588.19881726462,2680.10512373688,2780.04897679714,2778.94571787731,2843.82883068293,2898.2005060888,2941.48305151508,2957.37186689018,2968.63154164567,3003.69833628238,3042.83465041755,3065.41878796182,3147.22522368624,3285.91760799912,3341.6169883105,3399.33187166838,3315.80158569628,3373.04381097889,3488.15001497165,3572.67142031631,3638.1627972478,3686.09556191783,3761.51368000275,3845.02249284043,3921.31586279722,4009.71655712472,4105.64616821665,3774.6661826535,4182.35207779397,4276.05215018957
Eritrea,GDP per capita (constant 2010 US$),,,,,601.163023409692,661.303195287694,777.667974773477,757.358524045248,788.428128012409,840.577017163512,843.988835455269,832.022489632134,793.620561604165,838.898913154417,835.109997639776,780.468139189714,760.348787829391,761.031782421962,741.000743297441,739.739343408004,649.694462305529,657.786458197831,658.586271536765,702.396632469693,,,,,,,,,,,
Estonia,GDP per capita (constant 2010 US$),,,,,,,,7137.53077576403,7601.66901867365,8692.29643761449,9157.06484706853,9091.33319428774,9960.13903877452,10625.5792686752,11417.1679687727,12362.2482843024,13282.545519845,14631.3873257137,16155.2074300393,17459.0983144278,16607.5680643985,14205.3948829766,14585.8386603429,15692.788829336,16257.4722043516,16553.383261103,17096.6445771582,17402.0376128079,17945.9449641749,18962.4103006448,19611.6109936281,20269.575137379,20118.1050729983,21707.2407508041,21207.3139170468
Eswatini,GDP per capita (constant 2010 US$),1710.958848852,1858.1434203851,2174.80613587642,2124.28738744711,2108.79077625916,2109.7875679317,2159.78919222266,2264.40246854562,2303.06432203972,2333.42716068568,2359.83393054812,2397.95053828403,2411.44492414984,2411.37385911468,2494.44753963835,2571.68807112893,2647.46324344273,2790.25078846218,2941.39684191088,3054.08242919777,3062.61499124935,3096.29606924652,3199.05354215576,3254.81337259645,3411.71936090081,3521.6693370061,3530.36090389521,3583.31129031343,3594.16706693255,3638.76878202013,3696.35984940712,3766.06299935158,3672.65334987563,3923.57733292099,4045.277342193
Ethiopia(excludes Eritrea),GDP per capita (constant 2010 US$),290.265556862902,278.671992930457,276.212220215291,245.919988450198,215.636290217024,235.903123102523,235.425534694051,241.781791908028,263.255885375677,263.144402598594,246.387283431332,251.377727133526,258.870528208632,272.288554206639,268.423605107255,255.100268984549,281.520328798147,305.979358713291,329.679282822322,357.117935863876,384.572663093524,406.856932940794,445.182341059223,481.037863167002,508.065715919336,546.592841757092,586.573620715381,630.312627132481,671.290584112809,715.748743548759,744.367529441774,785.484981695154,811.25554988331,834.991301636644,857.315496106272
Faeroe Islands,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,44678.6707050534,42740.2550142005,42510.3477188809,44108.5814609362,47197.6752735234,49933.3515738911,52595.0267468278,52726.6887003408,52762.4300445617,53822.9112496443,54506.3884386923,56402.3944501364,54150.6517431049,56689.3460717916,
Fiji,GDP per capita (constant 2010 US$),3039.42664835189,3230.29817161978,3383.82188890661,3273.99168627908,3464.75675086817,3528.06972941387,3700.47557698172,3786.07885003773,3946.43082579017,3821.06950078029,3826.16039638762,4114.96099518214,4000.85467692323,4038.1335064461,4125.32671948062,4125.7299942937,4302.3479508011,4291.71584695075,4330.8275757927,4257.51486826061,4272.30698269083,4191.34760929544,4297.13930369093,4397.90339491607,4446.73455534544,4645.04688726836,4894.04399984392,5105.1900392223,5223.37646512819,5499.12268409805,5708.91143008336,5678.9699421145,4703.50980733515,4442.86941078719,5130.66481851785
Finland,GDP per capita (constant 2010 US$),29806.3433292906,31209.7581140566,31279.9519664591,29278.3636555028,28155.0895566487,27833.7025701733,28812.303619992,29912.8979739158,30908.3003090879,32768.3781282619,34464.9908824671,35891.0056383953,37884.3913209153,38784.7725522584,39351.3903956183,40044.3048555829,41522.1750841224,42530.6196771877,44074.0309204141,46212.6409741216,46358.6204112971,42412.0978494183,43563.5721974365,44466.8176978572,43637.2486713657,43044.9971201474,42710.9212889729,42801.9081167285,43878.9667273579,45173.6294067199,45627.9198947233,46135.8814242631,44984.7344505487,46259.1969183381,47088.3286279941
Fm Sudan,GDP per capita (constant 2010 US$),1291.638671875,1398.33203125,1300.54467773438,1372.771484375,1440.29943847656,1481.4794921875,1460.64770507813,1507.84130859375,1558.68701171875,1798.29504394531,1833.97229003906,1845.5126953125,1906.38110351563,1973.76452636719,2036.44787597656,2107.61059570313,2156.662109375,2213.791015625,2287.1162109375,2342.1845703125,2356.13354492188,2220.94946289063,2238.85498046875,2381.357421875,2222.70166015625,2213.84008789063,2253.63330078125,2226.40942382813,2233.0615234375,2176.884765625,2051.97900390625,1950.03161621094,1828.15014648438,1746.18286132813,1684.63049316406
France,GDP per capita (constant 2010 US$),26912.1812064054,27938.4697567247,28617.4435701151,28664.1318783352,28977.8889025406,28670.8863286782,29237.5165854431,29745.1287289494,30057.9655533345,30650.7444765253,31633.1477495769,32546.9340522187,33592.4668300573,34009.8623977368,34146.3062683243,34183.6633444538,34893.5298119974,35208.855797143,35821.8719947773,36464.9592682158,36354.6586641081,35129.3622360858,35638.1215603451,36244.1871625918,36182.1511275816,36203.1908693774,36378.6186614699,36652.9223052178,36956.7958003293,37694.0833027304,38259.6977698474,38832.0242014303,35712.0751986828,38045.9021613006,38913.9374113778
French Polynesia,GDP per capita (constant 2010 US$),24990.6864328167,24932.8960047268,24430.940420986,24812.1184986879,23985.482207522,23241.0906745793,22455.5263882245,22004.4081350405,21509.4447426896,21137.2842193921,21163.1650678618,21219.134977223,21549.2989499857,21128.6060197303,20971.2588975894,21088.8486189559,20978.0954375192,20738.1806901492,20630.326452453,20734.8949617167,20560.3902309502,19570.0737178436,18986.237462383,18328.4809698813,18074.9031857476,18055.7572781108,18047.5742348471,18252.5141345944,18561.147786378,19232.8320114815,19425.172374236,19807.2931430135,18286.3745993614,18595.1679259473,
Gabon,GDP per capita (constant 2010 US$),7735.55537956608,8167.95011951002,8360.26303099038,8634.41993387362,8146.19554323751,8245.59150859326,8331.04983231643,8524.41915577939,8613.58056857737,8882.40287904164,8963.20497933778,7959.06479601569,7611.83571440117,7574.11491475177,7357.56671379447,7322.60614114176,7171.68353307278,7155.36548500347,6750.05084899089,6937.48513462513,6497.48123916606,6295.19905504146,6514.73116317383,6735.08287939633,6840.94861266836,6977.77026965764,7039.68214880019,7090.45463415798,7038.57727843787,6893.38432709176,6786.89035011201,6893.32310568364,6619.68860315449,6577.41177171426,6641.52659502105
"Gambia, The",GDP per capita (constant 2010 US$),659.336087873752,671.044602071426,667.623820622964,661.100207975238,656.990625039163,652.938357922039,633.57041824527,620.493080247924,615.983901252837,627.556344989186,630.752944012397,651.749188035448,667.965377791561,686.687684314737,645.701730689307,670.660939447045,697.47245087398,661.321909642906,638.076945097194,637.530999281081,656.703908052009,679.00361096055,697.162566273671,620.948221599807,633.582719481997,632.197150246047,605.033692696172,611.671217782995,606.316198934646,618.480767369448,645.938185747866,668.635121138293,655.576117781755,666.471084931011,682.210851094501
Georgia,GDP per capita (constant 2010 US$),4494.72632237595,4160.37949218463,3546.09291490453,2778.25403709901,1519.00743113136,1065.71601757424,969.695080121229,1033.00421265827,1191.15919078523,1359.36783364517,1436.68553701404,1508.62881057309,1566.53149399641,1667.47738993467,1774.60385892666,1984.20789909372,2112.22253657333,2329.52808165035,2563.49602261316,2901.05082793475,2980.25481467618,2897.07768339093,3100.66649543462,3356.93623156476,3597.13771667667,3738.63639524656,3902.49714482275,4014.11224099111,4128.30980260523,4327.64812525879,4539.00418155023,4773.33566552898,4447.58258873333,4931.73316931386,5424.57544383518
Germany,GDP per capita (constant 2010 US$),27407.5200661963,28256.1062209731,29485.7099744881,30766.9289577727,31121.0705650076,30615.1402117435,31238.8790596628,31628.1598130943,31790.8668596056,32313.2970704344,32959.0735691418,33559.3993737499,34490.0757688619,35011.068457503,34883.0580735445,34619.6640670185,35034.0806086181,35310.4704669272,36699.446781036,37842.3577913563,38278.3130082531,36190.3928860698,37760.9136283996,39977.3417095357,40069.3539560742,40135.0158319837,40851.1617304855,41103.2564363768,41682.0322433511,42639.5544087286,42928.7412368012,43284.6024553493,41650.4227126493,42726.485322007,43032.1420845281
Ghana,GDP per capita (constant 2010 US$),826.51844485266,846.582985305425,852.421633188903,874.986153611855,886.652833032169,907.196429548078,915.289389794569,931.180517292913,951.922880549396,968.846125195227,990.175115884591,1008.83377482356,1020.16229558281,1033.12145210646,1050.34411334482,1075.37197485591,1105.68573521029,1140.18652930603,1181.55908652917,1201.21092531574,1277.82311043652,1306.18526358964,1374.9851505219,1530.35947206791,1631.91950893614,1708.82815830344,1715.82411696813,1711.27147078346,1728.09723221272,1827.2740822374,1899.80859269623,1981.61392799198,1951.06464386609,2014.71387448223,2040.0426240456
Greece,GDP per capita (constant 2010 US$),15195.6108487446,15690.946756009,15525.8414521802,15816.1488966121,15805.6629238098,15461.5498278134,15692.0133830122,15946.8242449648,16331.1176711674,16979.476405287,17543.3138315666,18013.1412714363,18642.8020738579,19312.3868295662,19996.5518133575,21104.832913793,22118.1557970506,22185.5206802753,23369.2517158341,24072.8961576219,23928.6057241782,22839.3475325728,21560.3533533658,19400.8077326583,18123.6710971914,17796.2576680722,18000.4184639065,18083.8779056547,18070.7807322854,18304.3076770645,18647.4957207515,19018.9021220823,17343.6099878902,18907.8491448015,20167.5589028637
Greenland,GDP per capita (constant 2010 US$),28883.8188720064,30528.8023279726,26805.5503705413,26823.379048136,25544.2999038482,24303.8988982889,25604.5963303654,26416.5171652366,26772.6144855052,27117.3739745535,29169.0473126885,29570.9630784347,31614.6196246591,31930.5962265165,31475.8220406177,32779.8823331731,34953.950241665,36681.806508866,38829.5373876009,39896.8763645166,42527.6679133669,42899.7452743065,43198.0334475579,42994.8801655797,43655.7015611015,43338.3850114099,45545.1440835458,44536.3560872963,46561.784310948,46597.9464154883,47012.9872138882,48170.790903444,48139.5838028731,48514.5283451432,
Grenada,GDP per capita (constant 2010 US$),4731.49879970347,4942.08046517828,5149.57300171045,5183.71188436343,5074.37942935941,4919.81394698991,4954.59306599976,5017.01659114243,5200.40317786619,5424.85507396582,6025.30300591444,6403.38612487914,6678.30741336641,6512.59236420289,6718.09001473211,7319.46552527553,7220.54771176023,8124.41290710313,7748.2332057476,8168.45103019934,8190.64756366194,7596.90270609179,7505.71323056547,7505.26518609805,7354.97360262798,7461.40073626339,7939.50206647381,8379.62184743156,8621.53890148144,8933.10824925886,9252.55403427554,9247.89838199082,7915.13871412215,8223.18669804078,8642.70315723772
Guatemala,GDP per capita (constant 2010 US$),2695.08656774255,2725.10141077999,2733.86123825795,2758.6734202724,2817.22562653365,2854.12740451555,2896.2177685521,2965.88597923604,2981.11504099801,3038.70755093504,3115.97132282677,3160.07333812164,3195.38807828092,3192.30235188806,3239.56082941934,3250.83475571572,3282.31464035983,3320.15756486808,3427.67155026705,3573.59263299097,3620.82336964724,3570.29584202465,3606.4234821491,3688.85893591305,3731.66847179214,3802.14635151493,3903.05196634916,3994.62908519019,4034.15057717449,4091.25998307266,4163.47630221389,4263.70844366435,4124.14353853545,4388.72407207344,4504.12922283915
Guinea,GDP per capita (constant 2010 US$),544.067668517103,551.1878610606,555.295450061239,547.277226006423,547.272113266787,557.425462766764,562.316641020673,571.982751410798,580.800065882794,598.456110191459,608.64402285018,617.751398192365,620.904456397318,635.331826002013,657.856757088277,651.305257007132,652.504219987463,658.8943813367,653.119378127693,681.828175883376,693.114105429273,668.814742573637,683.984584797513,704.73732376635,728.368437317627,738.840592881986,747.363410980442,756.425589848067,816.847079329071,878.179271555445,910.652641975212,937.703131535471,959.431973070185,972.779029900558,994.436997241114
Guinea-Bissau,GDP per capita (constant 2010 US$),614.227986672482,641.386296848078,669.80779312831,689.585554993518,677.373025524356,669.440125460806,670.030147742062,682.227519766502,745.758165826613,779.311076351993,550.090042664013,545.412052295038,563.624310525688,563.80860419088,545.966817388524,536.56101731282,538.542522766995,548.207365767109,547.23217479958,550.876495838748,554.063492915094,558.192084936549,569.017626069294,599.045201757916,573.217198484007,576.179887414013,566.53557862756,585.957012585401,607.166336822153,627.616937229037,620.771030394538,633.72574593523,604.595148096103,613.898112012294,621.852226077406
Guyana,GDP per capita (constant 2010 US$),2550.16939515494,2442.67010256681,2386.06257417329,2540.87781451959,2734.681207423,2949.56975126431,3191.17300169262,3342.17966023472,3599.05640978314,3813.20335975239,3741.81306740379,3845.88281356001,3788.25000350221,3870.73860375005,3911.93326549575,3885.97951107128,3947.44729744671,3874.07693316679,4080.00914246278,4384.08387751372,4475.05955823325,4654.52579985293,4868.70556336733,5147.17244308889,5420.67715044139,5592.75644056738,5659.0752481947,5668.42976474423,5852.83773089954,6038.27345641889,6127.70538051386,6348.69808969246,9126.80604679143,10857.3381487023,17044.7948477631
Honduras,GDP per capita (constant 2010 US$),1707.54722723585,1705.7324413318,1704.92889665346,1602.77350947269,1653.07954395362,1711.75683134315,1668.01764771696,1722.53304192344,1706.68900718073,1736.4790577774,1751.93838959692,1693.72310461326,1768.25390483438,1768.28997593448,1787.09893459084,1821.15037907552,1887.08532398747,1953.32612256594,2033.07110777428,2110.04733212571,2151.20156093135,2054.38411191041,2087.25227072168,2124.18751643212,2169.15628998506,2187.83343301838,2213.44050673379,2257.22528369354,2303.87850398806,2373.79155954108,2423.27605962903,2446.10809655856,2190.97436850337,2428.03194678525,2487.70561222524
"Hong Kong, China",GDP per capita (constant 2010 US$),20386.221905593,20635.5335969196,21357.2510791593,22388.6068351513,23585.6435504054,24621.6449976198,25526.4590057969,25620.0275857053,25551.3880676171,26631.810325008,24856.797439508,25237.6619211452,26933.2501919561,26885.4245029952,27210.0679017541,28097.0970664949,30304.2895038307,32401.3546348673,34457.9958776049,36371.6385303673,36924.0170883933,35938.5566698129,38089.9866099187,39656.3128089585,39887.8127268218,40959.9710512677,41796.8405746737,42432.1619740441,43087.5413932842,44380.8023235854,45280.4865045373,44195.2623401674,41451.2867158741,44525.5929563664,43369.7143017728
Hungary,GDP per capita (constant 2010 US$),,,,7589.9019679997,7360.21365612239,7326.16050730217,7552.40467422539,7675.57817108924,7695.11053742504,7952.98313173573,8282.39885965651,8560.96909441129,8967.69626924063,9354.48075090137,9825.94319858403,10255.6101131603,10792.7374278506,11278.6160255559,11741.9476769178,11792.7712897392,11932.0383995535,11162.0559722742,11307.7161991209,11551.4989289342,11466.1419094704,11705.0092523564,12233.299367172,12717.038597002,13035.3528590909,13628.4044885706,14377.4241602939,15083.5991718742,14430.4768288416,15533.6088997426,16288.9871454648
Iceland,GDP per capita (constant 2010 US$),,,,,,,,34188.3505876665,35557.277250986,37302.6680254519,39622.6069816837,40725.886035875,42174.6650584696,43288.0763046335,43143.4605797013,43763.7756121132,46766.0168708212,48850.7658634924,50731.6906881713,53646.3690202759,53821.4708222101,49527.3988280929,48193.7014041013,48933.5456614347,49191.574417162,50946.8162625339,51233.2440468041,52951.6815110898,55513.6423015865,56501.4576788793,57697.8044237427,57461.8019611457,52442.3617742921,53825.2615913991,55886.8435936961
India,GDP per capita (constant 2010 US$),499.084645070445,517.42032898166,534.48409633961,528.898173818039,546.44101717609,560.798568361164,586.175453989722,618.139284161512,651.958352619634,665.466103501769,693.408500531346,740.916228781562,755.482289440105,777.733655565601,793.100956960312,840.818039129375,892.38209805572,947.763429510298,1008.66713127967,1070.13153162064,1087.58302892028,1156.88065888269,1238.01471917678,1285.28302651885,1337.4761025983,1404.54533792282,1490.02849856052,1590.17432166504,1701.18422729367,1795.91183874967,1891.13842394707,1944.31483661637,1813.53454174728,1961.9608772937,2085.12108423385
Indonesia,GDP per capita (constant 2010 US$),1330.95344014247,1408.50248301686,1483.63803208584,1556.80666359628,1629.84797829766,1706.95236467312,1805.6038854221,1922.35211813315,2039.36298885744,2101.25414954159,1797.08392190227,1784.33359477484,1845.22780079212,1885.67975143169,1943.64492799924,2009.48978401006,2083.88250903836,2174.91522157705,2264.93573339716,2377.25499304141,2487.61129670116,2569.87421268795,2695.86817017123,2826.48044082736,2959.51447827557,3086.32311706567,3203.48428713851,3322.58167907656,3453.04943043202,3591.78002859126,3741.30526695799,3892.42166201675,3780.12163455478,3892.96237157954,4073.61049438787
"Iran, Islamic Rep.",GDP per capita (constant 2010 US$),2986.99813525548,3079.57866328805,3363.51012017323,3647.57111367764,3680.2178761285,3602.81510456304,3528.03069177734,3564.66177348128,3741.58135754748,3738.56734122778,3757.34308565833,3772.35593713438,3927.70922326375,3953.47969794729,4231.47890797216,4554.59387298311,4675.94080509887,4748.03025408689,4908.95995154918,5232.70354878761,5174.3547713915,5155.85724939881,5378.71771092804,5450.93821269072,5180.08602722616,5027.48471724542,5178.90070651077,4990.93679537694,5332.10103177119,5401.45593671216,5211.11164076206,5017.11721513553,5141.08477645221,5344.95802470247,5453.00474858682
Iraq,GDP per capita (constant 2010 US$),2387.15169883263,2252.34687344662,3511.16652620511,1249.06795210169,1607.58755188798,1995.72863119385,1975.17890658808,1949.57829682606,2095.37366196409,2461.72857552267,3215.74070078142,3659.35338989961,4138.18793830019,4079.11185002749,3626.35339164282,2227.96915192888,3320.37890906115,3277.11190902231,3437.36335950036,3532.08054628811,3749.76577206655,3739.45544444027,3854.68835516015,4003.05259791511,4360.74562300098,4479.47041797567,4333.82398863989,4416.94292281917,4903.82325629655,4702.40048289196,4710.97614736319,4854.38649485853,4170.39204702312,4141.38817666372,4335.78313047717
Ireland,GDP per capita (constant 2010 US$),20134.4451552417,21389.6346044951,23181.0178451808,23492.87181484,24113.2263065919,24639.0371400531,25954.7053539342,28309.7756886634,30159.3419045447,33149.3348804669,35681.1168207044,38996.2066089031,42098.2793673021,43631.696306926,45433.5788879325,46046.6534802097,48281.5083780917,49952.502935396,51049.0549651385,52227.8955546037,48879.2278726624,45919.6827420934,46438.769693914,46622.2394918802,46422.5257382515,46698.5566546237,50368.1377394965,62053.9844381587,62588.6682836096,67486.2717956178,72339.4218486536,75239.3028933993,79074.5401350894,88966.6721604807,98561.6240494809
Israel,GDP per capita (constant 2010 US$),,,,,,,,25872.2304216269,26698.2315740449,27026.4814260925,27502.5738477223,27704.0215974216,29321.3254007484,28733.9412605501,28128.8460691258,28010.6074556958,28836.5131848105,29503.9014620245,30605.1559987527,31880.3450537383,32337.1977109655,31852.2671973223,33048.5545890362,34247.623280715,34491.1601071181,35348.3068537152,36035.2577522884,36206.5222171621,37109.0218162488,37953.0404593554,38744.1604404811,39591.3687578516,38176.7543372587,40802.1416187199,42594.3188732612
Italy,GDP per capita (constant 2010 US$),26113.3555152329,26977.9326628205,27490.6320397627,27894.2427947176,28107.8590258445,27851.1213575016,28444.4102547741,29265.0890480926,29627.4869484224,30153.7751753268,30690.911722108,31184.6163874566,32350.9043668747,32963.6706090266,32998.2031900081,32897.3907788976,33150.4762169416,33257.7698032684,33751.7000191328,34081.0903298709,33530.3601449597,31615.2708145085,32058.1739940798,32229.4567910904,31184.5584255896,30257.6274259351,29979.9187217358,30242.3861352184,30685.645898943,31244.2270989224,31593.4802621599,32114.2998563994,29373.4450918601,31600.7094763398,32902.6651365736
Jamaica,GDP per capita (constant 2010 US$),4096.43176977647,4355.94875977155,4503.5047284318,4682.56275169081,4729.60445773989,5123.46215856181,5141.8145506271,5209.81661584883,5155.56491582619,5052.76122225295,4893.40724060483,4907.14734433069,4920.07084947528,4961.17252905995,5035.63584339954,5195.08665757832,5238.17450105935,5259.64485879992,5386.37845799636,5440.12556043634,5375.76233475463,5121.33914984899,5025.49417453874,5089.60588534455,5033.35927672941,5035.1292861516,5049.08107822918,5077.55163565712,5132.22749504131,5172.9167326338,5264.19714315924,5307.51104103109,4770.77028844977,4977.41527062173,5187.05004290353
Japan,GDP per capita (constant 2010 US$),26026.8648821107,27199.939969537,28422.2131195125,29308.274088137,29462.6539670948,29232.4397928178,29466.7552451756,30171.1637924347,31046.1701544648,31276.1930771932,30795.0888900928,30636.266116943,31430.6311303282,31476.052066579,31416.1241772435,31830.2175849262,32515.1158024317,33098.5474664872,33531.5185630775,33990.0360341685,33557.6454041531,31651.0837739853,32942.2020783725,33011.13423011,33518.444936892,34239.8862473683,34386.905855287,34960.6393843385,35242.1993771881,35861.9728545838,36138.5290824719,36043.7844013365,34603.2650564305,35507.5785877682,36032.3944421352
Jordan,GDP per capita (constant 2010 US$),4126.63499835388,3512.78179491075,3332.36017162589,3214.38020627448,3485.04539258946,3454.80581218886,3454.98218700637,3521.05230670796,3477.16972604759,3497.36129680052,3520.35371454636,3561.47534222787,3635.29215802348,3747.46493752767,3879.88374913327,3951.04104562456,4183.8510536142,4408.27026105826,4453.65382867002,4521.65317061125,4731.61282886421,4861.12699202489,4865.46977307058,4872.99655954255,4920.86517893078,4732.38722080538,4348.23665884969,4064.25301043642,3949.61078519413,3947.97166966641,3929.68718472936,3909.25004324205,3765.47907143756,3773.37881066377,3820.70179024493
Kazakhstan,GDP per capita (constant 2010 US$),,,5831.07947570737,5156.94529691627,4887.37508142587,4453.56412253743,3949.04609109766,3700.75392950761,3776.08334701198,3901.33840672245,3893.93813883804,4037.45315614835,4446.45186425372,5055.31310615119,5550.5047972156,6046.327108197,6580.88405930793,7155.342587318,7837.62796680775,8438.10337662005,8554.82228694123,8487.54355396363,8979.33093388318,9506.73262429677,9823.69242045767,10264.2965226551,10539.0430954447,10510.7703082872,10476.3459974345,10758.5192670085,11053.3604014369,11402.7583992887,10974.2446252917,11298.3559205841,11290.8979217078
Kenya,GDP per capita (constant 2010 US$),1290.06036211443,1304.61945334842,1313.85915831906,1290.63354226066,1242.01894891102,1210.27252939084,1206.87323766963,1225.14386941829,1241.87853143944,1214.84763830816,1221.52431186113,1215.1639204078,1187.32580653978,1195.44377392028,1166.06528208356,1165.16609879649,1188.57070726838,1221.85928543172,1262.81466187024,1309.89563465536,1274.40467518392,1278.14089766685,1342.76869770718,1374.54424116375,1401.4908200381,1420.07868776492,1457.54306069656,1496.65356762256,1525.74354624552,1550.20345227897,1604.80292678494,1653.82897976607,1616.5023986823,1705.74038395775,1754.5854745234
Kiribati,GDP per capita (constant 2010 US$),1601.60957797133,1510.76362532484,1463.97560499238,1435.54147326069,1424.17218764015,1414.90614629945,1418.30260526609,1397.11884131365,1397.62541999339,1396.04281051273,1461.63336854457,1414.67977303156,1477.08842712057,1427.95714338289,1452.06285023782,1451.32134325453,1399.15740476432,1439.41800110683,1411.12251679635,1412.80533097917,1357.07335459422,1341.76933898277,1302.17995516099,1302.50581081637,1347.97102295899,1383.08941124787,1348.01190651003,1459.14369528831,1430.0367982762,1410.68797646856,1459.79367404876,1405.46918829731,1357.88882679933,1437.28738195624,1433.51603863349
"Korea, Rep.",GDP per capita (constant 2010 US$),8119.16798137142,8607.86582512298,9365.39498597615,10272.6206979978,10796.6046542439,11422.5146522022,12356.2782851767,13408.6814173347,14329.5393059263,15071.7563891218,14195.8130931157,15711.5640210645,16992.4790763689,17680.845491777,18936.9516520974,19431.9711103534,20361.0692543545,21193.3575135298,22192.1851207944,23360.9057353821,23882.7304951493,23948.4722438582,25451.0041554666,26186.8975422978,26675.4401708559,27394.6503074507,28094.9177029868,28732.2310762599,29461.7840071118,30307.395236491,31053.6379289101,31640.2146297141,31372.4712614515,32730.6506278828,33644.6481836285
