country,year,exports_usd,hh_index,hs6_products,region,subregion
Indonesia,2002,57158751.15,0.088559637,4322,Asia,Southeast Asia
Indonesia,2003,61058187.39,0.079051105,4317,Asia,Southeast Asia
Indonesia,2004,71582468.12,0.077727418,4387,Asia,Southeast Asia
Indonesia,2005,85659947.5,0.077164797,4232,Asia,Southeast Asia
Indonesia,2006,100798615.7,0.077789474,4274,Asia,Southeast Asia
Indonesia,2007,114100872.8,0.07246951,4150,Asia,Southeast Asia
Indonesia,2008,137020424.4,0.072694587,4092,Asia,Southeast Asia
Indonesia,2009,116509991.8,0.065383643,4076,Asia,Southeast Asia
Indonesia,2010,157779103.5,0.068404161,3938,Asia,Southeast Asia
Indonesia,2011,203496619.2,0.069470178,3933,Asia,Southeast Asia
Indonesia,2012,190031839.2,0.070289471,3958,Asia,Southeast Asia
Indonesia,2013,182551754.4,0.068139235,3940,Asia,Southeast Asia
Indonesia,2014,176036194.3,0.061373863,3937,Asia,Southeast Asia
Indonesia,2015,150366281.3,0.057413774,3892,Asia,Southeast Asia
Indonesia,2016,144489796.4,0.058846405,3889,Asia,Southeast Asia
Indonesia,2017,168827554,0.061237257,3892,Asia,Southeast Asia
Indonesia,2018,180215034.1,0.06556114,3912,Asia,Southeast Asia
Indonesia,2019,167682995.1,0.065182888,3988,Asia,Southeast Asia
Indonesia,2020,163191837.3,0.072742618,3916,Asia,Southeast Asia
Indonesia,2021,231522458.1,0.08698246,3938,Asia,Southeast Asia
Indonesia,2022,291979090.6,0.084993356,3988,Asia,Southeast Asia
"Iran, Islamic Rep.",1988,,,,Asia,West Asia
"Iran, Islamic Rep.",1989,,,,Asia,West Asia
"Iran, Islamic Rep.",1990,,,,Asia,West Asia
"Iran, Islamic Rep.",1991,,,,Asia,West Asia
"Iran, Islamic Rep.",1992,,,,Asia,West Asia
"Iran, Islamic Rep.",1993,,,,Asia,West Asia
"Iran, Islamic Rep.",1994,,,,Asia,West Asia
"Iran, Islamic Rep.",1995,,,,Asia,West Asia
"Iran, Islamic Rep.",1996,,,,Asia,West Asia
"Iran, Islamic Rep.",1997,18425255.7,0.071537741,1887,Asia,West Asia
"Iran, Islamic Rep.",1998,13241061.98,0.070595387,1972,Asia,West Asia
"Iran, Islamic Rep.",1999,20008248.71,0.066399944,2172,Asia,West Asia
"Iran, Islamic Rep.",2000,28345000,0.074280227,2333,Asia,West Asia
"Iran, Islamic Rep.",2001,23904000,0.086286097,2398,Asia,West Asia
"Iran, Islamic Rep.",2002,28186000,0.090536471,2574,Asia,West Asia
"Iran, Islamic Rep.",2003,33788000,0.096556494,2634,Asia,West Asia
"Iran, Islamic Rep.",2004,44628000,0.083727668,2603,Asia,West Asia
"Iran, Islamic Rep.",2005,60012000,0.08712007,2878,Asia,West Asia
"Iran, Islamic Rep.",2006,63247000,0.075143558,2873,Asia,West Asia
"Iran, Islamic Rep.",2007,,,,Asia,West Asia
"Iran, Islamic Rep.",2008,,,,Asia,West Asia
"Iran, Islamic Rep.",2009,,,,Asia,West Asia
"Iran, Islamic Rep.",2010,83785000,0.093419439,2554,Asia,West Asia
"Iran, Islamic Rep.",2011,130544000,0.106677752,2452,Asia,West Asia
"Iran, Islamic Rep.",2012,,,,Asia,West Asia
"Iran, Islamic Rep.",2013,92122799.95,0.210027816,2611,Asia,West Asia
"Iran, Islamic Rep.",2014,90328134.77,0.221679313,2682,Asia,West Asia
"Iran, Islamic Rep.",2015,60040642.11,0.203018671,2565,Asia,West Asia
"Iran, Islamic Rep.",2016,83148194.18,0.142458398,2722,Asia,West Asia
"Iran, Islamic Rep.",2017,105844085.7,0.125146579,2790,Asia,West Asia
"Iran, Islamic Rep.",2018,96617521.28,0.135469112,3009,Asia,West Asia
"Iran, Islamic Rep.",2019,41923807.58,0.215771713,2758,Asia,West Asia
"Iran, Islamic Rep.",2020,34409104.81,0.273370447,2705,Asia,West Asia
"Iran, Islamic Rep.",2021,67271404.93,0.196598283,2732,Asia,West Asia
"Iran, Islamic Rep.",2022,80900398.25,0.193125963,2743,Asia,West Asia
Iraq,1988,,,,Asia,West Asia
Iraq,1989,,,,Asia,West Asia
Iraq,1990,,,,Asia,West Asia
Iraq,1991,,,,Asia,West Asia
Iraq,1992,,,,Asia,West Asia
Iraq,1993,,,,Asia,West Asia
Iraq,1994,,,,Asia,West Asia
Iraq,1995,,,,Asia,West Asia
Iraq,1996,,,,Asia,West Asia
Iraq,1997,,,,Asia,West Asia
Iraq,1998,,,,Asia,West Asia
Iraq,1999,,,,Asia,West Asia
Iraq,2000,,,,Asia,West Asia
Iraq,2001,,,,Asia,West Asia
Iraq,2002,,,,Asia,West Asia
Iraq,2003,,,,Asia,West Asia
Iraq,2004,,,,Asia,West Asia
Iraq,2005,,,,Asia,West Asia
Iraq,2006,,,,Asia,West Asia
Iraq,2007,,,,Asia,West Asia
Iraq,2008,,,,Asia,West Asia
Iraq,2009,,,,Asia,West Asia
Iraq,2010,,,,Asia,West Asia
Iraq,2011,,,,Asia,West Asia
Iraq,2012,,,,Asia,West Asia
Iraq,2013,,,,Asia,West Asia
Iraq,2014,84506036.57,0.125581837,21,Asia,West Asia
Iraq,2015,,,,Asia,West Asia
Iraq,2016,,,,Asia,West Asia
Iraq,2017,,,,Asia,West Asia
Iraq,2018,,,,Asia,West Asia
Iraq,2019,,,,Asia,West Asia
Iraq,2020,,,,Asia,West Asia
Iraq,2021,,,,Asia,West Asia
Iraq,2022,,,,Asia,West Asia
Israel,1988,,,,Asia,West Asia
Israel,1989,,,,Asia,West Asia
Israel,1990,,,,Asia,West Asia
Israel,1991,,,,Asia,West Asia
Israel,1992,,,,Asia,West Asia
Israel,1993,,,,Asia,West Asia
Israel,1994,,,,Asia,West Asia
Israel,1995,19047421.95,0.136329627,2277,Asia,West Asia
Israel,1996,20510239,0.131061496,2285,Asia,West Asia
Israel,1997,22502976,0.134627329,2726,Asia,West Asia
Israel,1998,23303550.98,0.159737357,2664,Asia,West Asia
Israel,1999,25839935,0.168548546,2675,Asia,West Asia
Israel,2000,31407370,0.186937759,2552,Asia,West Asia
Israel,2001,29061770,0.181025624,2477,Asia,West Asia
Israel,2002,29511398,0.197089475,2455,Asia,West Asia
Israel,2003,31782744,0.189359451,2524,Asia,West Asia
Israel,2004,38620084,0.172016134,2491,Asia,West Asia
Israel,2005,42770660,0.175675326,2597,Asia,West Asia
Israel,2006,46791913,0.18753708,2616,Asia,West Asia
Israel,2007,54091395,0.154991585,2602,Asia,West Asia
Israel,2008,61337485,0.141741953,3053,Asia,West Asia
Israel,2009,47934614,0.153246488,3041,Asia,West Asia
Israel,2010,58413028,0.144794205,3092,Asia,West Asia
Israel,2011,67796328,0.133866097,3088,Asia,West Asia
Israel,2012,63140635,0.13004693,3055,Asia,West Asia
Israel,2013,66781207,0.128368193,3016,Asia,West Asia
Israel,2014,68965008,0.132891473,3015,Asia,West Asia
Israel,2015,64062217,0.166043725,3034,Asia,West Asia
Israel,2016,60570596,0.158842361,3015,Asia,West Asia
Israel,2017,61150141,0.146295582,3041,Asia,West Asia
Israel,2018,61906412,0.138447392,3040,Asia,West Asia
Israel,2019,58488466,0.129858503,3047,Asia,West Asia
Israel,2020,50153246,0.106052115,2994,Asia,West Asia
Israel,2021,60159734,0.0962587,3127,Asia,West Asia
Israel,2022,72568881,0.089815544,3076,Asia,West Asia
Japan,1988,264916746.2,0.136717633,4604,Asia,East Asia
Japan,1989,275174555.6,0.068755648,4591,Asia,East Asia
Japan,1990,286947442.7,0.070462472,4623,Asia,East Asia
Japan,1991,314525384.7,0.19469035,4626,Asia,East Asia
Japan,1992,339650781.7,0.161068942,4615,Asia,East Asia
Japan,1993,360911077.4,0.134346306,4604,Asia,East Asia
Japan,1994,395599904.8,0.126001206,4613,Asia,East Asia
Japan,1995,442937359.7,0.113652638,4620,Asia,East Asia
Japan,1996,410946941,0.107702138,4565,Asia,East Asia
Japan,1997,421052867.7,0.10155219,4591,Asia,East Asia
Japan,1998,388136156.3,0.111672991,4553,Asia,East Asia
Japan,1999,417610124.9,0.113537157,4581,Asia,East Asia
Japan,2000,479275540.1,0.104762324,4591,Asia,East Asia
Japan,2001,403344076.9,0.103195331,4563,Asia,East Asia
Japan,2002,416729388.4,0.099958923,4550,Asia,East Asia
Japan,2003,472006874,0.088638781,4545,Asia,East Asia
Japan,2004,565761136.6,0.084508049,4562,Asia,East Asia
Japan,2005,594940865.8,0.084209491,4561,Asia,East Asia
Japan,2006,646725058.6,0.085737741,4562,Asia,East Asia
Japan,2007,714327036.5,0.079350204,4329,Asia,East Asia
Japan,2008,781412163.3,0.072245771,4333,Asia,East Asia
Japan,2009,580718733.7,0.078615794,4280,Asia,East Asia
Japan,2010,769773832.5,0.082960989,4278,Asia,East Asia
Japan,2011,823183758.6,0.08393705,4274,Asia,East Asia
Japan,2012,798620022.6,0.083228246,4218,Asia,East Asia
Japan,2013,715097244.3,0.084405306,4216,Asia,East Asia
Japan,2014,690217466.3,0.087076688,4216,Asia,East Asia
Japan,2015,624873508.1,0.087440897,4213,Asia,East Asia
Japan,2016,644932439.5,0.086512962,4230,Asia,East Asia
Japan,2017,698131223.7,0.088281358,4198,Asia,East Asia
Japan,2018,738195054.9,0.090169989,4219,Asia,East Asia
Japan,2019,705671082.8,0.091025956,4209,Asia,East Asia
Japan,2020,641282568.4,0.099429695,4177,Asia,East Asia
Japan,2021,757066261.2,0.09720699,4199,Asia,East Asia
Japan,2022,746672096.6,0.092805832,4189,Asia,East Asia
Jordan,1988,,,,Asia,West Asia
Jordan,1989,,,,Asia,West Asia
Jordan,1990,,,,Asia,West Asia
Jordan,1991,,,,Asia,West Asia
Jordan,1992,,,,Asia,West Asia
Jordan,1993,,,,Asia,West Asia
Jordan,1994,1424326.912,0.089078723,1732,Asia,West Asia
Jordan,1995,1768849.664,0.087619999,1901,Asia,West Asia
Jordan,1996,,,,Asia,West Asia
Jordan,1997,1576327.936,0.058820352,1731,Asia,West Asia
Jordan,1998,1382345.088,0.092578677,925,Asia,West Asia
Jordan,1999,1820777.6,0.090891888,2342,Asia,West Asia
Jordan,2000,1897487.755,0.071808916,2606,Asia,West Asia
Jordan,2001,2294435.873,0.064684088,1843,Asia,West Asia
Jordan,2002,2770023.012,0.075621414,1901,Asia,West Asia
Jordan,2003,3081629.608,0.099915528,2342,Asia,West Asia
Jordan,2004,3891117.167,0.131791637,2527,Asia,West Asia
Jordan,2005,4284168.675,0.152693132,2511,Asia,West Asia
Jordan,2006,5166644.982,0.144577604,2485,Asia,West Asia
Jordan,2007,5700016.552,0.124474468,2417,Asia,West Asia
Jordan,2008,7781764.523,0.119671862,2487,Asia,West Asia
Jordan,2009,6365744.224,0.087553817,2422,Asia,West Asia
Jordan,2010,7023137.455,0.082832983,2423,Asia,West Asia
Jordan,2011,7963486.078,0.087950464,2362,Asia,West Asia
Jordan,2012,7877135.557,0.088153053,2422,Asia,West Asia
Jordan,2013,7919620.755,0.082213577,2368,Asia,West Asia
Jordan,2014,8385330.134,0.078696959,2297,Asia,West Asia
Jordan,2015,7832976.598,0.085253228,2153,Asia,West Asia
Jordan,2016,7509082.521,0.10040487,2181,Asia,West Asia
Jordan,2017,7469238.451,0.098358226,2190,Asia,West Asia
Jordan,2018,7750262.863,0.113462746,2117,Asia,West Asia
Jordan,2019,8312916.561,0.115577127,2156,Asia,West Asia
Jordan,2020,7943244.774,0.105180382,2050,Asia,West Asia
Jordan,2021,9356550.02,0.127443131,2021,Asia,West Asia
Jordan,2022,12779806.64,0.121198917,2069,Asia,West Asia
Kazakhstan,1988,,,,Asia,Central Asia
Kazakhstan,1989,,,,Asia,Central Asia
Kazakhstan,1990,,,,Asia,Central Asia
Kazakhstan,1991,,,,Asia,Central Asia
Kazakhstan,1992,,,,Asia,Central Asia
Kazakhstan,1993,,,,Asia,Central Asia
Kazakhstan,1994,,,,Asia,Central Asia
Kazakhstan,1995,5226721.87,0.071506642,,Asia,Central Asia
Kazakhstan,1996,5896832.85,0.377384219,,Asia,Central Asia
Kazakhstan,1997,6486645.811,0.244918959,,Asia,Central Asia
Kazakhstan,1998,5206923.418,0.162826959,,Asia,Central Asia
Kazakhstan,1999,5871274.796,0.103578629,,Asia,Central Asia
Kazakhstan,2000,8679362.2,0.089704012,147,Asia,Central Asia
Kazakhstan,2001,8485515.4,0.099647175,2117,Asia,Central Asia
Kazakhstan,2002,9642683,0.083651144,2029,Asia,Central Asia
Kazakhstan,2003,12915946.5,0.091528483,2099,Asia,Central Asia
Kazakhstan,2004,20079042.63,0.079401156,2337,Asia,Central Asia
Kazakhstan,2005,27846084.84,0.075366496,2342,Asia,Central Asia
Kazakhstan,2006,38244423.1,0.068591182,2356,Asia,Central Asia
Kazakhstan,2007,47747902.4,0.07354207,2345,Asia,Central Asia
Kazakhstan,2008,71171956.16,0.064402014,2358,Asia,Central Asia
Kazakhstan,2009,43195762.04,0.070507186,2471,Asia,Central Asia
Kazakhstan,2010,57244063.94,0.089286331,2261,Asia,Central Asia
Kazakhstan,2011,88107933.67,0.08802107,2612,Asia,Central Asia
Kazakhstan,2012,92281520.63,0.08825988,2481,Asia,Central Asia
Kazakhstan,2013,84698536.27,0.094288537,2648,Asia,Central Asia
Kazakhstan,2014,79458749.15,0.07291735,2652,Asia,Central Asia
Kazakhstan,2015,45954426.05,0.071221328,2718,Asia,Central Asia
Kazakhstan,2016,36775323.4,0.067227975,2858,Asia,Central Asia
Kazakhstan,2017,48502738.96,0.061134644,2951,Asia,Central Asia
Kazakhstan,2018,61108294.59,0.056599223,3106,Asia,Central Asia
Kazakhstan,2019,58065248.75,0.064768398,3108,Asia,Central Asia
Kazakhstan,2020,41874386.71,0.092230345,2843,Asia,Central Asia
Kazakhstan,2021,53068759.29,0.073387955,2888,Asia,Central Asia
Kazakhstan,2022,76139804.97,0.06838742,3229,Asia,Central Asia
"Korea, Rep.",1988,60567859.2,0.466472951,4164,Asia,East Asia
"Korea, Rep.",1989,62356678.86,0.285970023,4140,Asia,East Asia
"Korea, Rep.",1990,65015704.32,0.221980272,4142,Asia,East Asia
"Korea, Rep.",1991,71869964.29,0.203464493,4171,Asia,East Asia
"Korea, Rep.",1992,76631449.6,0.159002514,4171,Asia,East Asia
"Korea, Rep.",1993,82232115.2,0.11619072,4249,Asia,East Asia
"Korea, Rep.",1994,96007667.71,0.110745929,4345,Asia,East Asia
"Korea, Rep.",1995,125056450.6,0.102772759,4398,Asia,East Asia
"Korea, Rep.",1996,129712545.8,0.091032762,4333,Asia,East Asia
"Korea, Rep.",1997,136151023.6,0.081614423,4327,Asia,East Asia
"Korea, Rep.",1998,132302323.7,0.077147716,4359,Asia,East Asia
"Korea, Rep.",1999,143685399.4,0.091340476,4365,Asia,East Asia
"Korea, Rep.",2000,172267495.4,0.091969374,4371,Asia,East Asia
"Korea, Rep.",2001,150430885.7,0.091027704,4354,Asia,East Asia
"Korea, Rep.",2002,162466097.1,0.092013524,4364,Asia,East Asia
"Korea, Rep.",2003,193817313.7,0.093637547,4347,Asia,East Asia
"Korea, Rep.",2004,253844608.9,0.098848441,4361,Asia,East Asia
"Korea, Rep.",2005,284418167.2,0.09964883,4386,Asia,East Asia
"Korea, Rep.",2006,325457247.3,0.095198985,4358,Asia,East Asia
"Korea, Rep.",2007,371477103.6,0.097431732,4181,Asia,East Asia
"Korea, Rep.",2008,422003479.1,0.091258844,4216,Asia,East Asia
"Korea, Rep.",2009,363531063.4,0.104123126,4224,Asia,East Asia
"Korea, Rep.",2010,466380619.7,0.106997939,4241,Asia,East Asia
"Korea, Rep.",2011,555208898,0.108751373,4261,Asia,East Asia
"Korea, Rep.",2012,547854448,0.111808461,4235,Asia,East Asia
"Korea, Rep.",2013,559618558.9,0.117788066,4275,Asia,East Asia
"Korea, Rep.",2014,573074773.1,0.122661653,4277,Asia,East Asia
"Korea, Rep.",2015,526753006.4,0.12469103,4286,Asia,East Asia
"Korea, Rep.",2016,495417715.6,0.116740591,4313,Asia,East Asia
"Korea, Rep.",2017,573627368.9,0.109776262,4284,Asia,East Asia
"Korea, Rep.",2018,604807317.4,0.123621499,4312,Asia,East Asia
"Korea, Rep.",2019,542171769.1,0.114320756,4300,Asia,East Asia
"Korea, Rep.",2020,512419287.5,0.120840755,4282,Asia,East Asia
"Korea, Rep.",2021,644372936.8,0.115400476,4281,Asia,East Asia
"Korea, Rep.",2022,683550925.7,0.100442945,4244,Asia,East Asia
Kuwait,1988,,,,Asia,West Asia
Kuwait,1989,,,,Asia,West Asia
Kuwait,1990,,,,Asia,West Asia
Kuwait,1991,,,,Asia,West Asia
Kuwait,1992,,,,Asia,West Asia
Kuwait,1993,,,,Asia,West Asia
Kuwait,1994,,,,Asia,West Asia
Kuwait,1995,,,,Asia,West Asia
Kuwait,1996,,,,Asia,West Asia
Kuwait,1997,,,,Asia,West Asia
Kuwait,1998,,,,Asia,West Asia
Kuwait,1999,,,,Asia,West Asia
Kuwait,2000,19399475.51,0.119213957,909,Asia,West Asia
Kuwait,2001,16164756.73,0.124462514,852,Asia,West Asia
Kuwait,2002,15406421.03,0.124297526,830,Asia,West Asia
Kuwait,2003,20638164.29,0.107897289,864,Asia,West Asia
Kuwait,2004,28647976.84,0.10099599,928,Asia,West Asia
Kuwait,2005,,,,Asia,West Asia
Kuwait,2006,56003316.72,0.086132742,2692,Asia,West Asia
Kuwait,2007,62691155.98,0.086005815,2383,Asia,West Asia
Kuwait,2008,87457022.36,0.089637205,2335,Asia,West Asia
Kuwait,2009,,,,Asia,West Asia
Kuwait,2010,62698237.01,0.087220501,1835,Asia,West Asia
Kuwait,2011,102695762.5,0.092723896,2134,Asia,West Asia
Kuwait,2012,,,,Asia,West Asia
Kuwait,2013,114404079.4,0.094406273,2607,Asia,West Asia
Kuwait,2014,101131954.6,0.091265112,2697,Asia,West Asia
Kuwait,2015,54120957.09,0.076523429,2563,Asia,West Asia
Kuwait,2016,46235357.01,0.078538916,2509,Asia,West Asia
Kuwait,2017,54991871.28,0.088392961,2659,Asia,West Asia
Kuwait,2018,71941444.56,0.101225806,2712,Asia,West Asia
Kuwait,2019,64482124.99,0.102624696,2611,Asia,West Asia
Kuwait,2020,40166147.34,0.113299555,2378,Asia,West Asia
Kuwait,2021,63129693.95,0.133510683,2391,Asia,West Asia
Kuwait,2022,99775063.59,0.1229703,2395,Asia,West Asia
Kyrgyz Republic,1988,,,,Asia,Central Asia
Kyrgyz Republic,1989,,,,Asia,Central Asia
Kyrgyz Republic,1990,,,,Asia,Central Asia
Kyrgyz Republic,1991,,,,Asia,Central Asia
Kyrgyz Republic,1992,,,,Asia,Central Asia
Kyrgyz Republic,1993,,,,Asia,Central Asia
Kyrgyz Republic,1994,,,,Asia,Central Asia
Kyrgyz Republic,1995,412041.28,0.310737868,447,Asia,Central Asia
Kyrgyz Republic,1996,507070.144,0.228511819,465,Asia,Central Asia
Kyrgyz Republic,1997,,,,Asia,Central Asia
Kyrgyz Republic,1998,,,,Asia,Central Asia
Kyrgyz Republic,1999,,,,Asia,Central Asia
Kyrgyz Republic,2000,504489.179,0.156382145,1588,Asia,Central Asia
Kyrgyz Republic,2001,476151.634,0.16349543,1591,Asia,Central Asia
Kyrgyz Republic,2002,460307.099,0.138503436,1576,Asia,Central Asia
Kyrgyz Republic,2003,581728.886,0.138813511,1457,Asia,Central Asia
Kyrgyz Republic,2004,718716.837,0.163665818,1403,Asia,Central Asia
Kyrgyz Republic,2005,672013.688,0.176457775,1419,Asia,Central Asia
Kyrgyz Republic,2006,794067.447,0.187397326,1454,Asia,Central Asia
Kyrgyz Republic,2007,1134181.27,0.213541345,1437,Asia,Central Asia
Kyrgyz Republic,2008,1617561.433,0.240970617,1464,Asia,Central Asia
Kyrgyz Republic,2009,1178273.614,0.257892474,1395,Asia,Central Asia
Kyrgyz Republic,2010,1488400.507,0.203254483,1515,Asia,Central Asia
Kyrgyz Republic,2011,1978932.373,0.226674143,1556,Asia,Central Asia
Kyrgyz Republic,2012,1683236.842,0.2075968,1561,Asia,Central Asia
Kyrgyz Republic,2013,1773228.304,0.171078154,1605,Asia,Central Asia
Kyrgyz Republic,2014,1819460.143,0.198242457,1622,Asia,Central Asia
Kyrgyz Republic,2015,1441467.621,0.221785515,1545,Asia,Central Asia
Kyrgyz Republic,2016,1423028.427,0.149308002,1378,Asia,Central Asia
Kyrgyz Republic,2017,1757463.67,0.120820143,1629,Asia,Central Asia
Kyrgyz Republic,2018,1835179.371,0.205026187,1624,Asia,Central Asia
Kyrgyz Republic,2019,1986109.552,0.229615323,1624,Asia,Central Asia
Kyrgyz Republic,2020,1863531.157,0.244385071,1410,Asia,Central Asia
Kyrgyz Republic,2021,2752163.636,0.216298811,1721,Asia,Central Asia
Kyrgyz Republic,2022,2254702.312,0.141284385,1859,Asia,Southeast Asia
Lao PDR,1988,,,,Asia,Southeast Asia
Lao PDR,1989,,,,Asia,Southeast Asia
Lao PDR,1990,,,,Asia,Southeast Asia
Lao PDR,1991,,,,Asia,Southeast Asia
Lao PDR,1992,,,,Asia,Southeast Asia
Lao PDR,1993,,,,Asia,Southeast Asia
Lao PDR,1994,,,,Asia,Southeast Asia
Lao PDR,1995,,,,Asia,Southeast Asia
Lao PDR,1996,,,,Asia,Southeast Asia
Lao PDR,1997,,,,Asia,Southeast Asia
Lao PDR,1998,,,,Asia,Southeast Asia
Lao PDR,1999,,,,Asia,Southeast Asia
Lao PDR,2000,,,,Asia,Southeast Asia
Lao PDR,2001,,,,Asia,Southeast Asia
Lao PDR,2002,,,,Asia,Southeast Asia
Lao PDR,2003,,,,Asia,Southeast Asia
Lao PDR,2004,,,,Asia,Southeast Asia
Lao PDR,2005,,,,Asia,Southeast Asia
Lao PDR,2006,,,,Asia,Southeast Asia
Lao PDR,2007,,,,Asia,Southeast Asia
Lao PDR,2008,,,,Asia,Southeast Asia
Lao PDR,2009,,,,Asia,Southeast Asia
Lao PDR,2010,1908744.656,0.23425623,662,Asia,Southeast Asia
Lao PDR,2011,1898021.883,0.236739089,596,Asia,Southeast Asia
Lao PDR,2012,1597135.45,0.224232458,530,Asia,Southeast Asia
Lao PDR,2013,2987771.796,0.213363479,840,Asia,Southeast Asia
Lao PDR,2014,2572201.001,0.261704223,825,Asia,Southeast Asia
Lao PDR,2015,2985095.357,0.262543336,837,Asia,Southeast Asia
Lao PDR,2016,3124168.977,0.277504457,763,Asia,Southeast Asia
Lao PDR,2017,4909733.655,0.287145229,863,Asia,Southeast Asia
Lao PDR,2018,5814806.369,0.304939718,886,Asia,Southeast Asia
Lao PDR,2019,5809346.161,0.290817588,1038,Asia,Southeast Asia
Lao PDR,2020,5086886.923,0.293624641,988,Asia,Southeast Asia
Lao PDR,2021,7164605.459,0.249258308,1053,Asia,Southeast Asia
Lao PDR,2022,,,,Asia,Southeast Asia
Lebanon,1988,,,,Asia,West Asia
Lebanon,1989,,,,Asia,West Asia
Lebanon,1990,,,,Asia,West Asia
Lebanon,1991,,,,Asia,West Asia
Lebanon,1992,,,,Asia,West Asia
Lebanon,1993,,,,Asia,West Asia
Lebanon,1994,,,,Asia,West Asia
Lebanon,1995,,,,Asia,West Asia
Lebanon,1996,,,,Asia,West Asia
Lebanon,1997,642229.248,0.077385227,2587,Asia,West Asia
Lebanon,1998,660939.84,0.07069184,2616,Asia,West Asia
Lebanon,1999,676761.28,0.080552338,2549,Asia,West Asia
Lebanon,2000,714340.424,0.063524574,2477,Asia,West Asia
Lebanon,2001,889296.93,0.064088456,2631,Asia,West Asia
Lebanon,2002,1045493.207,0.091843683,2778,Asia,West Asia
Lebanon,2003,1523934.413,0.115158854,2924,Asia,West Asia
Lebanon,2004,1744957,0.095857821,2754,Asia,West Asia
Lebanon,2005,1879013,0.064279622,2722,Asia,West Asia
Lebanon,2006,2282513.738,0.079641556,2965,Asia,West Asia
Lebanon,2007,2816320.674,0.065162119,2966,Asia,West Asia
Lebanon,2008,3478305.474,0.051826769,2969,Asia,West Asia
Lebanon,2009,3484154.763,0.129077458,2897,Asia,West Asia
Lebanon,2010,4254184.915,0.042107337,2895,Asia,West Asia
Lebanon,2011,4266856.015,0.069631149,2951,Asia,West Asia
Lebanon,2012,4446163.434,0.093459147,2865,Asia,West Asia
Lebanon,2013,3937065.938,0.053151557,2895,Asia,West Asia
Lebanon,2014,3312205.568,0.042339129,2923,Asia,West Asia
Lebanon,2015,2953388.64,0.046200237,2850,Asia,West Asia
Lebanon,2016,2976561.583,0.046934305,2748,Asia,West Asia
Lebanon,2017,2844446.138,0.055456828,2716,Asia,West Asia
Lebanon,2018,2952759.932,0.052289174,2722,Asia,West Asia
Lebanon,2019,3731340.091,0.101793843,2752,Asia,West Asia
Lebanon,2020,3807461.182,0.112088057,2686,Asia,West Asia
Lebanon,2021,4229976.738,0.070705963,2741,Asia,West Asia
Lebanon,2022,3862245.374,0.099295941,2786,Asia,West Asia
Malaysia,1988,,,,Asia,Southeast Asia
Malaysia,1989,25048246.27,0.213007213,4155,Asia,Southeast Asia
Malaysia,1990,29453209.6,0.222102319,4200,Asia,Southeast Asia
Malaysia,1991,34347755.52,0.177235884,4251,Asia,Southeast Asia
Malaysia,1992,40768495.62,0.159207141,4307,Asia,Southeast Asia
Malaysia,1993,47127175.17,0.15172206,4244,Asia,Southeast Asia
Malaysia,1994,58842644.48,0.145922903,4355,Asia,Southeast Asia
Malaysia,1995,73778148.9,0.135774948,4219,Asia,Southeast Asia
Malaysia,1996,78314873.32,0.124753541,4284,Asia,Southeast Asia
Malaysia,1997,78729420.8,0.109667347,4191,Asia,Southeast Asia
Malaysia,1998,73254221.38,0.10683481,4211,Asia,Southeast Asia
Malaysia,1999,84511901.59,0.111028097,4283,Asia,Southeast Asia
Malaysia,2000,98229725.8,0.104837726,4175,Asia,Southeast Asia
Malaysia,2001,88004108.1,0.097618115,4273,Asia,Southeast Asia
Malaysia,2002,93282453.15,0.099202525,4254,Asia,Southeast Asia
Malaysia,2003,104968562,0.088936722,4271,Asia,Southeast Asia
Malaysia,2004,126639700.6,0.084477079,4267,Asia,Southeast Asia
Malaysia,2005,141624045.9,0.088302463,4228,Asia,Southeast Asia
Malaysia,2006,160669230.6,0.08444078,4336,Asia,Southeast Asia
Malaysia,2007,175961862.7,0.075095771,4295,Asia,Southeast Asia
Malaysia,2008,198702474.8,0.070446271,4296,Asia,Southeast Asia
Malaysia,2009,157194831.5,0.074090395,4167,Asia,Southeast Asia
Malaysia,2010,198790690.7,0.07914989,4128,Asia,Southeast Asia
Malaysia,2011,226992682,0.081994685,4133,Asia,Southeast Asia
Malaysia,2012,227449499.5,0.081308187,4168,Asia,Southeast Asia
Malaysia,2013,228316107.5,0.082341876,4144,Asia,Southeast Asia
Malaysia,2014,234134976.9,0.076219296,4097,Asia,Southeast Asia
